A
Environmental Policy in Europe: Duke in Berlin,008342,POLSCI,295A,0,1,1,0,0,0,0,0,0,0,0
Germany Today: A European Superpower? Duke-in-Berlin,014221,POLSCI,296A,0,1,1,0,0,0,0,1,0,0,0
Political Philosophy of Globalization,008442,POLSCI,297A,1,1,1,0,0,0,1,0,0,0,0
Themes in Chinese Culture and History,001935,POLSCI,298A,1,1,1,0,0,0,0,0,0,0,0
Environment, Health, and Development in China,020240,POLSCI,299S,0,1,1,0,0,0,1,0,0,1,0
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,025023,POLSCI,301S,1,1,1,0,0,0,0,0,0,0,0
Gender, Race, and Ethnicity in Politics and Public Policy,021822,POLSCI,303,0,1,0,0,0,0,0,0,0,0,0
Politics and the Libido,008493,POLSCI,306S,0,1,1,0,0,0,1,0,0,0,0
Law and Constitutional Reform in Russia and the Former Soviet Union,017437,POLSCI,309,1,0,1,0,0,0,0,0,0,0,0
Political Analysis for Public Policy-Making,008068,POLSCI,310,0,1,0,0,0,0,0,0,0,0,1
Political Polarization in America: Causes and Consequences,021806,POLSCI,311,0,1,0,0,0,0,0,0,0,0,0
Social Movements in Age of Globalization,022824,POLSCI,313,1,1,1,0,0,0,1,0,1,0,0
Ethics of Political Violence,022539,POLSCI,314S,0,1,0,0,0,0,1,0,0,0,0
Political Economy of Financial Crises,023915,POLSCI,315S,0,1,0,0,0,0,0,0,0,0,0
American Political Parties,008379,POLSCI,316,0,1,0,0,0,0,0,0,0,0,0
Global Corruption,024106,POLSCI,317,0,1,1,0,0,0,0,0,0,0,0
Global Corruption,024106,POLSCI,317S,0,1,1,0,0,0,0,0,0,0,0
Congress and the President,008460,POLSCI,318,0,1,0,0,0,0,0,0,0,0,1
US Comparative State Politics,008480,POLSCI,319S,0,1,1,0,0,0,0,0,0,0,0
Globalization and Deglobalization,024652,POLSCI,320A,0,1,0,0,0,0,0,1,0,0,0
International Law and International Institutions,008461,POLSCI,321,0,1,1,0,0,0,0,0,1,0,1
Political Regime Transitions: The Historical European and the Contemporary Global Experience,008412,POLSCI,323,0,1,1,0,0,0,0,0,0,0,0
Chinese Politics,008464,POLSCI,324S,0,1,1,0,0,0,0,0,0,0,0
The Economic and Political History of the European Union,024905,POLSCI,325A,1,1,1,0,0,0,0,1,0,0,0
Politics in Violence,022212,POLSCI,329S,0,1,0,0,0,0,0,0,1,0,1
Quantitative Political Inquiry and Evaluation,022842,POLSCI,330,0,1,0,0,0,1,0,0,0,0,0
Prisoner's Dilemma and Distributive Justice,016959,POLSCI,331,0,1,0,0,0,0,1,0,0,0,0
Prisoner's Dilemma and Distributive Justice,024380,POLSCI,331D,0,1,0,0,0,0,1,0,0,0,0
Games and Politics,008419,POLSCI,332,0,1,0,0,0,1,0,0,0,0,0
Democracy and Social Choice,023530,POLSCI,333S,0,1,1,0,0,1,0,0,0,0,0
Economic, Political, and Social Institutions,022453,POLSCI,335S,0,1,1,0,0,0,0,0,0,0,0
Racial Justice in the 20th Century US and South Africa,023887,POLSCI,336S,1,1,1,0,0,0,0,0,1,0,1
Apartheid South Africa and the Struggles for Democracy,023888,POLSCI,337S,1,1,1,0,0,0,1,0,1,0,0
Political Economy of South East Asia,022876,POLSCI,338,0,1,1,0,0,0,1,0,0,0,0
The Modern Regulatory State,021890,POLSCI,340D,1,1,0,0,0,0,1,0,1,0,0
Business and Human Rights Advocacy Lab,023281,POLSCI,341S,0,0,0,0,0,0,1,0,1,0,1
Strategy and Politics,012093,POLSCI,342,0,1,0,0,0,1,0,0,0,0,0
Political Economy of Development,008445,POLSCI,345,0,1,1,0,0,0,0,0,0,0,0
Business, Politics, and Economic Growth,013665,POLSCI,346,0,1,1,0,0,0,0,0,0,0,0
Globalization and Domestic Politics,008420,POLSCI,347,0,1,1,0,0,0,1,0,1,0,0
Global Environmental Politics,024257,POLSCI,348,0,1,0,0,0,0,0,0,0,0,0
Political Economy of Latin America,022870,POLSCI,349,0,1,1,0,0,0,0,0,0,0,0
International Political Economy,014929,POLSCI,350,0,1,1,0,0,0,0,0,1,0,0
Economic History and Modernization of the Islamic Middle East,018757,POLSCI,351,1,1,1,0,0,0,0,0,0,0,1
U.S. Policy in the Middle East,022831,POLSCI,352S,0,1,1,0,0,0,1,0,0,0,0
Globalization of Democracy,016070,POLSCI,353,0,1,1,0,0,0,0,0,0,0,0
Politics in the Developing World,008458,POLSCI,354,0,1,1,0,0,0,0,0,1,0,0
Comparative Health Care Systems,024197,POLSCI,355,0,1,1,0,0,0,1,0,0,0,0
Politics and Markets,021823,POLSCI,356,0,1,0,0,0,0,1,0,0,0,0
Refugee Policy and Practice (DukeImmerse),025103,POLSCI,357S,0,1,1,0,0,1,1,0,0,0,0
Globalization and Public Policy,014632,POLSCI,358,0,1,0,0,0,0,0,0,1,0,0
Social Engineering and Social Movements in Eastern Europe and Asia,023228,POLSCI,359S,1,1,1,0,0,0,1,0,0,0,0
Foreign Policy of the United States,008449,POLSCI,365D,0,1,1,0,0,0,0,0,0,0,0
International Politics of East Asia,024145,POLSCI,366,0,1,1,0,0,0,0,0,0,0,0
Environment and Conflict: The Role of the Environment in Conflict and Peacebuilding,019016,POLSCI,367S,0,1,1,0,0,0,1,0,0,0,1
International Conflict and Violence,008393,POLSCI,369,0,1,1,0,0,0,0,0,1,1,0
