text,upvotes,downvotes,student_id,comment_id
Here is a comment by student #1949 for the class with id #003273. I give it 5 difficulty and 1 quality.,2,1,1949,5931
Here is a comment by student #1860 for the class with id #021884. I give it 4 difficulty and 2 quality.,5,1,1860,5932
Here is a comment by student #1443 for the class with id #021884. I give it 3 difficulty and 1 quality.,2,2,1443,5933
Here is a comment by student #2943 for the class with id #021884. I give it 1 difficulty and 5 quality.,8,2,2943,5934
Here is a comment by student #2934 for the class with id #021884. I give it 2 difficulty and 1 quality.,7,0,2934,5935
Here is a comment by student #3784 for the class with id #021884. I give it 5 difficulty and 1 quality.,0,1,3784,5936
Here is a comment by student #1821 for the class with id #021884. I give it 1 difficulty and 4 quality.,5,0,1821,5937
Here is a comment by student #2803 for the class with id #021884. I give it 3 difficulty and 5 quality.,0,0,2803,5938
Here is a comment by student #3723 for the class with id #021884. I give it 1 difficulty and 3 quality.,7,0,3723,5939
Here is a comment by student #1784 for the class with id #021884. I give it 5 difficulty and 4 quality.,1,0,1784,5940
Here is a comment by student #1484 for the class with id #021884. I give it 1 difficulty and 3 quality.,0,0,1484,5941
Here is a comment by student #2027 for the class with id #021884. I give it 5 difficulty and 2 quality.,2,0,2027,5942
Here is a comment by student #1645 for the class with id #021884. I give it 3 difficulty and 5 quality.,0,0,1645,5943
Here is a comment by student #1073 for the class with id #021867. I give it 5 difficulty and 5 quality.,2,0,1073,5944
Here is a comment by student #3350 for the class with id #003275. I give it 3 difficulty and 1 quality.,8,0,3350,5945
Here is a comment by student #2591 for the class with id #003275. I give it 1 difficulty and 2 quality.,0,0,2591,5946
Here is a comment by student #1953 for the class with id #003275. I give it 5 difficulty and 3 quality.,1,1,1953,5947
Here is a comment by student #1083 for the class with id #003275. I give it 1 difficulty and 2 quality.,0,0,1083,5948
Here is a comment by student #3304 for the class with id #003275. I give it 1 difficulty and 3 quality.,8,1,3304,5949
Here is a comment by student #3637 for the class with id #003275. I give it 4 difficulty and 4 quality.,0,0,3637,5950
Here is a comment by student #3167 for the class with id #003275. I give it 1 difficulty and 2 quality.,6,0,3167,5951
Here is a comment by student #2165 for the class with id #022055. I give it 3 difficulty and 4 quality.,8,0,2165,5952
Here is a comment by student #2029 for the class with id #014831. I give it 1 difficulty and 2 quality.,0,0,2029,5953
Here is a comment by student #3439 for the class with id #014831. I give it 5 difficulty and 4 quality.,0,0,3439,5954
Here is a comment by student #2631 for the class with id #014831. I give it 1 difficulty and 2 quality.,5,0,2631,5955
Here is a comment by student #2411 for the class with id #014831. I give it 3 difficulty and 3 quality.,0,0,2411,5956
Here is a comment by student #1450 for the class with id #014831. I give it 1 difficulty and 1 quality.,3,0,1450,5957
Here is a comment by student #3150 for the class with id #014831. I give it 4 difficulty and 3 quality.,0,0,3150,5958
Here is a comment by student #1280 for the class with id #014831. I give it 1 difficulty and 3 quality.,0,0,1280,5959
Here is a comment by student #1411 for the class with id #014831. I give it 4 difficulty and 4 quality.,6,0,1411,5960
Here is a comment by student #3340 for the class with id #014831. I give it 2 difficulty and 5 quality.,0,0,3340,5961
Here is a comment by student #3001 for the class with id #014831. I give it 4 difficulty and 5 quality.,3,0,3001,5962
Here is a comment by student #3251 for the class with id #014831. I give it 2 difficulty and 2 quality.,1,0,3251,5963
Here is a comment by student #3204 for the class with id #014831. I give it 3 difficulty and 1 quality.,1,0,3204,5964
Here is a comment by student #1694 for the class with id #014831. I give it 2 difficulty and 4 quality.,7,0,1694,5965
Here is a comment by student #2824 for the class with id #014831. I give it 3 difficulty and 5 quality.,5,0,2824,5966
Here is a comment by student #1111 for the class with id #014831. I give it 3 difficulty and 3 quality.,0,0,1111,5967
Here is a comment by student #1884 for the class with id #014831. I give it 3 difficulty and 3 quality.,0,0,1884,5968
Here is a comment by student #2922 for the class with id #014831. I give it 1 difficulty and 1 quality.,8,0,2922,5969
Here is a comment by student #2284 for the class with id #014831. I give it 2 difficulty and 1 quality.,8,0,2284,5970
Here is a comment by student #1816 for the class with id #014831. I give it 2 difficulty and 2 quality.,0,0,1816,5971
Here is a comment by student #3786 for the class with id #014831. I give it 4 difficulty and 4 quality.,0,0,3786,5972
Here is a comment by student #3643 for the class with id #014831. I give it 5 difficulty and 3 quality.,4,0,3643,5973
Here is a comment by student #2885 for the class with id #014831. I give it 1 difficulty and 1 quality.,0,0,2885,5974
Here is a comment by student #2524 for the class with id #014831. I give it 4 difficulty and 4 quality.,0,0,2524,5975
Here is a comment by student #1653 for the class with id #014831. I give it 3 difficulty and 3 quality.,0,0,1653,5976
Here is a comment by student #2447 for the class with id #014831. I give it 2 difficulty and 5 quality.,8,0,2447,5977
Here is a comment by student #2154 for the class with id #014831. I give it 3 difficulty and 5 quality.,0,0,2154,5978
Here is a comment by student #3637 for the class with id #014831. I give it 5 difficulty and 2 quality.,0,0,3637,5979
Here is a comment by student #2115 for the class with id #014831. I give it 4 difficulty and 4 quality.,8,0,2115,5980
Here is a comment by student #2245 for the class with id #014831. I give it 3 difficulty and 2 quality.,8,2,2245,5981
Here is a comment by student #3016 for the class with id #014831. I give it 3 difficulty and 2 quality.,0,0,3016,5982
Here is a comment by student #3797 for the class with id #014831. I give it 1 difficulty and 5 quality.,7,0,3797,5983
Here is a comment by student #2676 for the class with id #014831. I give it 2 difficulty and 1 quality.,3,0,2676,5984
Here is a comment by student #1966 for the class with id #014831. I give it 4 difficulty and 3 quality.,2,0,1966,5985
Here is a comment by student #2615 for the class with id #014831. I give it 2 difficulty and 2 quality.,5,0,2615,5986
Here is a comment by student #2646 for the class with id #014831. I give it 1 difficulty and 4 quality.,0,0,2646,5987
Here is a comment by student #1598 for the class with id #014831. I give it 1 difficulty and 4 quality.,2,0,1598,5988
Here is a comment by student #1160 for the class with id #014832. I give it 2 difficulty and 3 quality.,7,0,1160,5989
Here is a comment by student #2762 for the class with id #014832. I give it 3 difficulty and 2 quality.,6,0,2762,5990
Here is a comment by student #3460 for the class with id #014832. I give it 5 difficulty and 3 quality.,8,0,3460,5991
Here is a comment by student #2531 for the class with id #014832. I give it 4 difficulty and 3 quality.,0,0,2531,5992
Here is a comment by student #3141 for the class with id #014832. I give it 3 difficulty and 3 quality.,6,0,3141,5993
Here is a comment by student #3882 for the class with id #014832. I give it 4 difficulty and 1 quality.,0,1,3882,5994
Here is a comment by student #3931 for the class with id #014832. I give it 2 difficulty and 1 quality.,2,2,3931,5995
Here is a comment by student #1763 for the class with id #014832. I give it 2 difficulty and 4 quality.,1,0,1763,5996
Here is a comment by student #1941 for the class with id #014832. I give it 4 difficulty and 1 quality.,2,1,1941,5997
Here is a comment by student #2872 for the class with id #014832. I give it 5 difficulty and 1 quality.,8,0,2872,5998
Here is a comment by student #1592 for the class with id #014832. I give it 2 difficulty and 2 quality.,0,0,1592,5999
Here is a comment by student #1254 for the class with id #014832. I give it 3 difficulty and 3 quality.,3,0,1254,6000
Here is a comment by student #1862 for the class with id #014832. I give it 1 difficulty and 2 quality.,2,2,1862,6001
Here is a comment by student #3795 for the class with id #014832. I give it 3 difficulty and 1 quality.,0,2,3795,6002
Here is a comment by student #2192 for the class with id #014832. I give it 4 difficulty and 1 quality.,4,2,2192,6003
Here is a comment by student #1632 for the class with id #014832. I give it 4 difficulty and 2 quality.,8,2,1632,6004
Here is a comment by student #2804 for the class with id #014832. I give it 1 difficulty and 2 quality.,4,0,2804,6005
Here is a comment by student #3926 for the class with id #014832. I give it 2 difficulty and 2 quality.,7,0,3926,6006
Here is a comment by student #2033 for the class with id #014832. I give it 5 difficulty and 2 quality.,4,0,2033,6007
Here is a comment by student #3906 for the class with id #014832. I give it 2 difficulty and 5 quality.,8,0,3906,6008
Here is a comment by student #2085 for the class with id #014832. I give it 2 difficulty and 5 quality.,5,2,2085,6009
Here is a comment by student #2407 for the class with id #014832. I give it 4 difficulty and 1 quality.,0,0,2407,6010
Here is a comment by student #1605 for the class with id #014832. I give it 4 difficulty and 3 quality.,8,0,1605,6011
Here is a comment by student #2277 for the class with id #014832. I give it 3 difficulty and 5 quality.,1,0,2277,6012
Here is a comment by student #1725 for the class with id #014832. I give it 5 difficulty and 5 quality.,0,2,1725,6013
Here is a comment by student #3785 for the class with id #014832. I give it 4 difficulty and 4 quality.,7,1,3785,6014
Here is a comment by student #1798 for the class with id #014832. I give it 2 difficulty and 2 quality.,7,2,1798,6015
Here is a comment by student #2486 for the class with id #014832. I give it 2 difficulty and 4 quality.,5,0,2486,6016
Here is a comment by student #2918 for the class with id #014832. I give it 2 difficulty and 2 quality.,6,2,2918,6017
Here is a comment by student #3788 for the class with id #014832. I give it 3 difficulty and 1 quality.,0,2,3788,6018
Here is a comment by student #1497 for the class with id #014832. I give it 4 difficulty and 1 quality.,0,1,1497,6019
Here is a comment by student #3010 for the class with id #003292. I give it 1 difficulty and 2 quality.,1,0,3010,6020
Here is a comment by student #2361 for the class with id #003292. I give it 5 difficulty and 3 quality.,8,0,2361,6021
Here is a comment by student #2871 for the class with id #003292. I give it 3 difficulty and 4 quality.,0,2,2871,6022
Here is a comment by student #2259 for the class with id #003292. I give it 3 difficulty and 1 quality.,7,1,2259,6023
Here is a comment by student #2831 for the class with id #003292. I give it 5 difficulty and 1 quality.,5,1,2831,6024
Here is a comment by student #1282 for the class with id #003292. I give it 2 difficulty and 3 quality.,0,0,1282,6025
Here is a comment by student #3971 for the class with id #003292. I give it 3 difficulty and 5 quality.,2,2,3971,6026
Here is a comment by student #3951 for the class with id #003292. I give it 5 difficulty and 4 quality.,2,0,3951,6027
Here is a comment by student #1263 for the class with id #003292. I give it 5 difficulty and 5 quality.,0,1,1263,6028
Here is a comment by student #2112 for the class with id #003292. I give it 2 difficulty and 5 quality.,1,0,2112,6029
Here is a comment by student #3171 for the class with id #003292. I give it 3 difficulty and 5 quality.,0,2,3171,6030
Here is a comment by student #2363 for the class with id #003292. I give it 4 difficulty and 2 quality.,2,0,2363,6031
Here is a comment by student #2672 for the class with id #003292. I give it 2 difficulty and 2 quality.,7,0,2672,6032
Here is a comment by student #2543 for the class with id #003292. I give it 5 difficulty and 4 quality.,3,0,2543,6033
Here is a comment by student #2323 for the class with id #003292. I give it 3 difficulty and 2 quality.,0,0,2323,6034
Here is a comment by student #1802 for the class with id #003292. I give it 1 difficulty and 5 quality.,8,0,1802,6035
Here is a comment by student #3161 for the class with id #003292. I give it 5 difficulty and 1 quality.,5,2,3161,6036
Here is a comment by student #3745 for the class with id #003292. I give it 3 difficulty and 3 quality.,4,0,3745,6037
Here is a comment by student #1805 for the class with id #003292. I give it 3 difficulty and 3 quality.,0,2,1805,6038
Here is a comment by student #1583 for the class with id #003292. I give it 1 difficulty and 2 quality.,0,0,1583,6039
Here is a comment by student #3685 for the class with id #003292. I give it 4 difficulty and 2 quality.,8,0,3685,6040
Here is a comment by student #1462 for the class with id #003292. I give it 2 difficulty and 1 quality.,1,1,1462,6041
Here is a comment by student #2415 for the class with id #003292. I give it 2 difficulty and 5 quality.,7,0,2415,6042
Here is a comment by student #1796 for the class with id #003292. I give it 5 difficulty and 4 quality.,0,0,1796,6043
Here is a comment by student #3956 for the class with id #003292. I give it 3 difficulty and 3 quality.,2,1,3956,6044
Here is a comment by student #1053 for the class with id #003292. I give it 5 difficulty and 3 quality.,1,0,1053,6045
Here is a comment by student #2047 for the class with id #003292. I give it 1 difficulty and 4 quality.,0,0,2047,6046
Here is a comment by student #3944 for the class with id #003292. I give it 2 difficulty and 5 quality.,4,0,3944,6047
Here is a comment by student #3924 for the class with id #003292. I give it 1 difficulty and 2 quality.,2,0,3924,6048
Here is a comment by student #3085 for the class with id #003292. I give it 3 difficulty and 4 quality.,0,0,3085,6049
Here is a comment by student #1276 for the class with id #003292. I give it 2 difficulty and 5 quality.,5,0,1276,6050
Here is a comment by student #1434 for the class with id #003292. I give it 3 difficulty and 3 quality.,8,0,1434,6051
Here is a comment by student #2527 for the class with id #003292. I give it 5 difficulty and 1 quality.,4,2,2527,6052
Here is a comment by student #2137 for the class with id #003292. I give it 3 difficulty and 4 quality.,0,0,2137,6053
Here is a comment by student #1176 for the class with id #003292. I give it 4 difficulty and 4 quality.,2,0,1176,6054
Here is a comment by student #3776 for the class with id #003292. I give it 5 difficulty and 5 quality.,0,1,3776,6055
Here is a comment by student #1416 for the class with id #003292. I give it 5 difficulty and 3 quality.,0,0,1416,6056
Here is a comment by student #3368 for the class with id #003292. I give it 2 difficulty and 1 quality.,2,0,3368,6057
Here is a comment by student #1456 for the class with id #003292. I give it 1 difficulty and 1 quality.,0,0,1456,6058
Here is a comment by student #2306 for the class with id #003292. I give it 4 difficulty and 5 quality.,1,1,2306,6059
Here is a comment by student #3076 for the class with id #003292. I give it 5 difficulty and 3 quality.,8,1,3076,6060
Here is a comment by student #1365 for the class with id #003292. I give it 2 difficulty and 3 quality.,0,2,1365,6061
Here is a comment by student #1897 for the class with id #003292. I give it 4 difficulty and 3 quality.,2,0,1897,6062
Here is a comment by student #3341 for the class with id #014833. I give it 5 difficulty and 3 quality.,0,0,3341,6063
Here is a comment by student #3840 for the class with id #014833. I give it 5 difficulty and 2 quality.,0,2,3840,6064
Here is a comment by student #1529 for the class with id #014833. I give it 4 difficulty and 3 quality.,3,0,1529,6065
Here is a comment by student #3701 for the class with id #014833. I give it 1 difficulty and 4 quality.,6,0,3701,6066
Here is a comment by student #3331 for the class with id #014833. I give it 2 difficulty and 1 quality.,2,0,3331,6067
Here is a comment by student #3963 for the class with id #014833. I give it 1 difficulty and 1 quality.,0,0,3963,6068
Here is a comment by student #2031 for the class with id #014833. I give it 2 difficulty and 4 quality.,3,0,2031,6069
Here is a comment by student #2991 for the class with id #014833. I give it 5 difficulty and 5 quality.,0,0,2991,6070
Here is a comment by student #2983 for the class with id #014833. I give it 3 difficulty and 5 quality.,4,1,2983,6071
Here is a comment by student #2723 for the class with id #014833. I give it 2 difficulty and 5 quality.,6,0,2723,6072
Here is a comment by student #1211 for the class with id #014833. I give it 2 difficulty and 1 quality.,2,0,1211,6073
Here is a comment by student #1771 for the class with id #014833. I give it 1 difficulty and 5 quality.,0,0,1771,6074
Here is a comment by student #2342 for the class with id #014833. I give it 4 difficulty and 5 quality.,0,0,2342,6075
Here is a comment by student #2691 for the class with id #014833. I give it 3 difficulty and 5 quality.,0,0,2691,6076
Here is a comment by student #1433 for the class with id #014833. I give it 2 difficulty and 2 quality.,8,1,1433,6077
Here is a comment by student #2092 for the class with id #014833. I give it 4 difficulty and 3 quality.,5,2,2092,6078
Here is a comment by student #1402 for the class with id #014833. I give it 4 difficulty and 5 quality.,4,0,1402,6079
Here is a comment by student #1954 for the class with id #014833. I give it 1 difficulty and 4 quality.,3,0,1954,6080
Here is a comment by student #2974 for the class with id #014833. I give it 3 difficulty and 4 quality.,2,0,2974,6081
Here is a comment by student #1222 for the class with id #014833. I give it 3 difficulty and 4 quality.,3,1,1222,6082
Here is a comment by student #2894 for the class with id #014833. I give it 1 difficulty and 5 quality.,8,0,2894,6083
Here is a comment by student #3575 for the class with id #014833. I give it 1 difficulty and 2 quality.,0,0,3575,6084
Here is a comment by student #3236 for the class with id #014833. I give it 1 difficulty and 5 quality.,7,0,3236,6085
Here is a comment by student #1066 for the class with id #014833. I give it 1 difficulty and 1 quality.,5,0,1066,6086
Here is a comment by student #1943 for the class with id #014833. I give it 3 difficulty and 3 quality.,7,0,1943,6087
Here is a comment by student #2025 for the class with id #014833. I give it 5 difficulty and 5 quality.,3,0,2025,6088
Here is a comment by student #2193 for the class with id #014833. I give it 3 difficulty and 2 quality.,0,1,2193,6089
Here is a comment by student #1523 for the class with id #014833. I give it 3 difficulty and 3 quality.,3,0,1523,6090
Here is a comment by student #3944 for the class with id #014833. I give it 2 difficulty and 1 quality.,6,0,3944,6091
Here is a comment by student #1255 for the class with id #014833. I give it 3 difficulty and 4 quality.,7,0,1255,6092
Here is a comment by student #3604 for the class with id #014833. I give it 3 difficulty and 4 quality.,0,0,3604,6093
Here is a comment by student #1948 for the class with id #014833. I give it 1 difficulty and 2 quality.,8,2,1948,6094
Here is a comment by student #1677 for the class with id #014833. I give it 2 difficulty and 4 quality.,0,0,1677,6095
Here is a comment by student #3758 for the class with id #014833. I give it 1 difficulty and 3 quality.,8,0,3758,6096
Here is a comment by student #1787 for the class with id #014833. I give it 3 difficulty and 4 quality.,0,0,1787,6097
Here is a comment by student #3417 for the class with id #014833. I give it 1 difficulty and 1 quality.,7,2,3417,6098
Here is a comment by student #2779 for the class with id #014833. I give it 4 difficulty and 1 quality.,6,2,2779,6099
Here is a comment by student #3927 for the class with id #014833. I give it 3 difficulty and 1 quality.,0,0,3927,6100
Here is a comment by student #1167 for the class with id #014833. I give it 2 difficulty and 3 quality.,0,2,1167,6101
Here is a comment by student #3759 for the class with id #014833. I give it 5 difficulty and 4 quality.,7,0,3759,6102
Here is a comment by student #3162 for the class with id #003775. I give it 2 difficulty and 2 quality.,0,1,3162,6103
Here is a comment by student #1490 for the class with id #003775. I give it 2 difficulty and 2 quality.,0,0,1490,6104
Here is a comment by student #3412 for the class with id #003775. I give it 3 difficulty and 5 quality.,0,0,3412,6105
Here is a comment by student #1764 for the class with id #003775. I give it 1 difficulty and 2 quality.,0,0,1764,6106
Here is a comment by student #1954 for the class with id #003775. I give it 5 difficulty and 1 quality.,0,0,1954,6107
Here is a comment by student #2185 for the class with id #003775. I give it 4 difficulty and 2 quality.,7,0,2185,6108
Here is a comment by student #3475 for the class with id #003775. I give it 2 difficulty and 5 quality.,3,1,3475,6109
Here is a comment by student #2785 for the class with id #003775. I give it 3 difficulty and 2 quality.,0,0,2785,6110
Here is a comment by student #3845 for the class with id #003775. I give it 2 difficulty and 5 quality.,0,1,3845,6111
Here is a comment by student #1928 for the class with id #003775. I give it 2 difficulty and 4 quality.,0,2,1928,6112
Here is a comment by student #3296 for the class with id #024691. I give it 1 difficulty and 2 quality.,3,0,3296,6113
Here is a comment by student #2970 for the class with id #014653. I give it 1 difficulty and 2 quality.,0,0,2970,6114
Here is a comment by student #1180 for the class with id #014653. I give it 1 difficulty and 4 quality.,8,0,1180,6115
Here is a comment by student #1930 for the class with id #014653. I give it 2 difficulty and 3 quality.,8,0,1930,6116
Here is a comment by student #1404 for the class with id #014653. I give it 5 difficulty and 2 quality.,0,0,1404,6117
Here is a comment by student #1362 for the class with id #014653. I give it 5 difficulty and 1 quality.,7,0,1362,6118
Here is a comment by student #3542 for the class with id #022807. I give it 4 difficulty and 4 quality.,0,0,3542,6119
Here is a comment by student #2755 for the class with id #022807. I give it 4 difficulty and 3 quality.,7,0,2755,6120
Here is a comment by student #2014 for the class with id #022807. I give it 4 difficulty and 5 quality.,0,1,2014,6121
Here is a comment by student #3228 for the class with id #022807. I give it 5 difficulty and 5 quality.,5,0,3228,6122
Here is a comment by student #3485 for the class with id #022807. I give it 3 difficulty and 3 quality.,5,1,3485,6123
Here is a comment by student #3118 for the class with id #022807. I give it 1 difficulty and 3 quality.,0,0,3118,6124
Here is a comment by student #2212 for the class with id #022579. I give it 2 difficulty and 2 quality.,0,0,2212,6125
Here is a comment by student #2533 for the class with id #022579. I give it 2 difficulty and 3 quality.,0,0,2533,6126
Here is a comment by student #3915 for the class with id #022579. I give it 2 difficulty and 2 quality.,5,0,3915,6127
Here is a comment by student #1643 for the class with id #022579. I give it 1 difficulty and 5 quality.,0,0,1643,6128
Here is a comment by student #3552 for the class with id #022579. I give it 5 difficulty and 2 quality.,8,0,3552,6129
Here is a comment by student #2994 for the class with id #022579. I give it 1 difficulty and 4 quality.,6,0,2994,6130
Here is a comment by student #3325 for the class with id #022579. I give it 3 difficulty and 3 quality.,0,0,3325,6131
Here is a comment by student #3905 for the class with id #022579. I give it 1 difficulty and 3 quality.,6,0,3905,6132
Here is a comment by student #1996 for the class with id #022579. I give it 5 difficulty and 5 quality.,0,0,1996,6133
Here is a comment by student #2997 for the class with id #022579. I give it 2 difficulty and 4 quality.,3,1,2997,6134
Here is a comment by student #2328 for the class with id #022579. I give it 4 difficulty and 2 quality.,2,0,2328,6135
Here is a comment by student #2918 for the class with id #022579. I give it 1 difficulty and 2 quality.,4,2,2918,6136
Here is a comment by student #2986 for the class with id #022579. I give it 1 difficulty and 5 quality.,0,2,2986,6137
Here is a comment by student #3813 for the class with id #023908. I give it 3 difficulty and 2 quality.,5,0,3813,6138
Here is a comment by student #1694 for the class with id #023908. I give it 3 difficulty and 3 quality.,8,0,1694,6139
Here is a comment by student #3406 for the class with id #023908. I give it 4 difficulty and 3 quality.,8,0,3406,6140
Here is a comment by student #3306 for the class with id #023908. I give it 3 difficulty and 5 quality.,5,0,3306,6141
Here is a comment by student #2785 for the class with id #023908. I give it 5 difficulty and 3 quality.,4,1,2785,6142
Here is a comment by student #3108 for the class with id #023908. I give it 4 difficulty and 1 quality.,0,1,3108,6143
Here is a comment by student #1557 for the class with id #023908. I give it 4 difficulty and 2 quality.,5,2,1557,6144
Here is a comment by student #1506 for the class with id #023983. I give it 1 difficulty and 1 quality.,8,0,1506,6145
Here is a comment by student #3214 for the class with id #023983. I give it 4 difficulty and 1 quality.,0,0,3214,6146
Here is a comment by student #2795 for the class with id #023983. I give it 5 difficulty and 5 quality.,3,0,2795,6147
Here is a comment by student #3997 for the class with id #023983. I give it 1 difficulty and 3 quality.,5,0,3997,6148
Here is a comment by student #1645 for the class with id #023983. I give it 4 difficulty and 5 quality.,6,1,1645,6149
Here is a comment by student #2486 for the class with id #023983. I give it 4 difficulty and 5 quality.,6,0,2486,6150
Here is a comment by student #1904 for the class with id #023983. I give it 5 difficulty and 3 quality.,4,0,1904,6151
Here is a comment by student #2365 for the class with id #023983. I give it 3 difficulty and 2 quality.,0,0,2365,6152
Here is a comment by student #1047 for the class with id #023983. I give it 3 difficulty and 5 quality.,0,0,1047,6153
Here is a comment by student #2686 for the class with id #023983. I give it 4 difficulty and 4 quality.,0,0,2686,6154
Here is a comment by student #2638 for the class with id #023983. I give it 2 difficulty and 5 quality.,8,0,2638,6155
Here is a comment by student #3605 for the class with id #023983. I give it 2 difficulty and 4 quality.,8,0,3605,6156
Here is a comment by student #1467 for the class with id #023983. I give it 4 difficulty and 1 quality.,0,2,1467,6157
Here is a comment by student #3380 for the class with id #003268. I give it 2 difficulty and 1 quality.,8,0,3380,6158
Here is a comment by student #2130 for the class with id #003268. I give it 3 difficulty and 1 quality.,0,0,2130,6159
Here is a comment by student #1580 for the class with id #003268. I give it 3 difficulty and 1 quality.,0,1,1580,6160
Here is a comment by student #3482 for the class with id #003268. I give it 5 difficulty and 5 quality.,4,0,3482,6161
Here is a comment by student #3460 for the class with id #003268. I give it 2 difficulty and 3 quality.,4,0,3460,6162
Here is a comment by student #3992 for the class with id #003268. I give it 5 difficulty and 2 quality.,4,0,3992,6163
Here is a comment by student #1392 for the class with id #003268. I give it 1 difficulty and 4 quality.,3,1,1392,6164
Here is a comment by student #3674 for the class with id #003268. I give it 5 difficulty and 4 quality.,2,0,3674,6165
Here is a comment by student #1882 for the class with id #003268. I give it 5 difficulty and 4 quality.,4,0,1882,6166
Here is a comment by student #3357 for the class with id #003268. I give it 3 difficulty and 2 quality.,0,0,3357,6167
Here is a comment by student #2195 for the class with id #003268. I give it 2 difficulty and 2 quality.,0,0,2195,6168
Here is a comment by student #1148 for the class with id #003268. I give it 4 difficulty and 3 quality.,3,1,1148,6169
Here is a comment by student #2866 for the class with id #003268. I give it 2 difficulty and 4 quality.,2,0,2866,6170
Here is a comment by student #1472 for the class with id #022572. I give it 3 difficulty and 5 quality.,0,0,1472,6171
Here is a comment by student #1692 for the class with id #022572. I give it 1 difficulty and 4 quality.,0,1,1692,6172
Here is a comment by student #2215 for the class with id #022572. I give it 1 difficulty and 2 quality.,3,0,2215,6173
Here is a comment by student #2493 for the class with id #022572. I give it 5 difficulty and 5 quality.,3,1,2493,6174
Here is a comment by student #2246 for the class with id #022572. I give it 1 difficulty and 5 quality.,6,0,2246,6175
Here is a comment by student #2826 for the class with id #022572. I give it 2 difficulty and 4 quality.,5,0,2826,6176
Here is a comment by student #2315 for the class with id #022572. I give it 3 difficulty and 5 quality.,0,0,2315,6177
Here is a comment by student #2433 for the class with id #003335. I give it 2 difficulty and 3 quality.,0,0,2433,6178
Here is a comment by student #1522 for the class with id #003335. I give it 3 difficulty and 3 quality.,5,1,1522,6179
Here is a comment by student #2053 for the class with id #003335. I give it 3 difficulty and 3 quality.,6,2,2053,6180
Here is a comment by student #3194 for the class with id #003335. I give it 2 difficulty and 3 quality.,6,2,3194,6181
Here is a comment by student #2224 for the class with id #003335. I give it 1 difficulty and 3 quality.,8,0,2224,6182
Here is a comment by student #1704 for the class with id #003335. I give it 3 difficulty and 3 quality.,6,0,1704,6183
Here is a comment by student #3926 for the class with id #003335. I give it 1 difficulty and 4 quality.,7,2,3926,6184
Here is a comment by student #1856 for the class with id #003335. I give it 3 difficulty and 1 quality.,4,0,1856,6185
Here is a comment by student #1116 for the class with id #003335. I give it 3 difficulty and 2 quality.,0,2,1116,6186
Here is a comment by student #1194 for the class with id #003335. I give it 4 difficulty and 1 quality.,4,2,1194,6187
Here is a comment by student #3884 for the class with id #003335. I give it 5 difficulty and 4 quality.,2,0,3884,6188
Here is a comment by student #3827 for the class with id #003335. I give it 1 difficulty and 5 quality.,2,1,3827,6189
Here is a comment by student #1425 for the class with id #003335. I give it 1 difficulty and 5 quality.,0,0,1425,6190
Here is a comment by student #3377 for the class with id #003335. I give it 1 difficulty and 3 quality.,5,0,3377,6191
Here is a comment by student #1278 for the class with id #003335. I give it 3 difficulty and 3 quality.,5,0,1278,6192
Here is a comment by student #1746 for the class with id #003335. I give it 5 difficulty and 1 quality.,0,0,1746,6193
Here is a comment by student #2696 for the class with id #023869. I give it 3 difficulty and 2 quality.,5,0,2696,6194
Here is a comment by student #2683 for the class with id #023869. I give it 5 difficulty and 3 quality.,5,0,2683,6195
Here is a comment by student #3903 for the class with id #023869. I give it 4 difficulty and 2 quality.,4,0,3903,6196
Here is a comment by student #2476 for the class with id #023869. I give it 4 difficulty and 3 quality.,4,0,2476,6197
Here is a comment by student #3136 for the class with id #023869. I give it 3 difficulty and 1 quality.,5,0,3136,6198
Here is a comment by student #1937 for the class with id #023869. I give it 2 difficulty and 1 quality.,0,1,1937,6199
Here is a comment by student #3917 for the class with id #023869. I give it 2 difficulty and 5 quality.,0,0,3917,6200
Here is a comment by student #1758 for the class with id #023869. I give it 4 difficulty and 3 quality.,0,0,1758,6201
Here is a comment by student #3372 for the class with id #022548. I give it 1 difficulty and 1 quality.,7,1,3372,6202
Here is a comment by student #3272 for the class with id #022548. I give it 1 difficulty and 5 quality.,7,0,3272,6203
Here is a comment by student #2482 for the class with id #022548. I give it 4 difficulty and 2 quality.,0,0,2482,6204
Here is a comment by student #1501 for the class with id #022548. I give it 1 difficulty and 1 quality.,2,0,1501,6205
Here is a comment by student #3284 for the class with id #022548. I give it 3 difficulty and 2 quality.,6,2,3284,6206
Here is a comment by student #1482 for the class with id #022548. I give it 3 difficulty and 1 quality.,3,0,1482,6207
Here is a comment by student #3543 for the class with id #022548. I give it 5 difficulty and 1 quality.,4,0,3543,6208
Here is a comment by student #1616 for the class with id #022548. I give it 5 difficulty and 5 quality.,0,0,1616,6209
Here is a comment by student #2626 for the class with id #022548. I give it 3 difficulty and 3 quality.,7,1,2626,6210
Here is a comment by student #3628 for the class with id #022548. I give it 1 difficulty and 4 quality.,5,0,3628,6211
Here is a comment by student #2156 for the class with id #022548. I give it 4 difficulty and 1 quality.,0,0,2156,6212
Here is a comment by student #1991 for the class with id #022929. I give it 1 difficulty and 2 quality.,0,2,1991,6213
Here is a comment by student #1453 for the class with id #022929. I give it 4 difficulty and 4 quality.,1,2,1453,6214
Here is a comment by student #1283 for the class with id #022929. I give it 1 difficulty and 3 quality.,4,0,1283,6215
